[System] Using MQTT for communication
[WiFi] Connecting to F7.
[WiFi] Connected!, IP address: 10.82.143.229
[MQTT] Attempting connection...connected
Starting FFT task...Setup complete.
Starting ADC read task...
Starting Filter task...
Starting Communication task...
1,121,6891060,6944155
0,122,6902515,6953824
[MQTT] Round-trip time: 4.49 ms
3,120,6982714,6987202
2,122,6982731,6992846
1,122,6944877,6993377
0,123,6953903,7005236
[MQTT] Round-trip time: 5.76 ms
3,121,7031581,7037338
2,123,7031589,7043850
1,123,6993877,7044477
0,124,7005319,7056637
[MQTT] Round-trip time: 5.16 ms
3,122,7085000,7090160
2,124,7084997,7096416
1,124,7044877,7097003
0,125,7056715,7108041
[MQTT] Round-trip time: 5.69 ms
3,123,7134384,7140073
